Provinsi,Kab_Kota,Kecamatan,Kelurahan_Desa,Alamat,Nama_SPPG,Longitude,Latitude
JAWA TIMUR,JOMBANG,KABUH,KARANGPAKIS,"Dsn Bopong, Rt 02 Rw 07, Desa Kabuh, Kecamatan Kabuh, Kab.Jombang, 
Jawa Timur",SPPG Jombang Kabuh Karangpakis,112.215888233675,-7.400441831906
JAWA TIMUR,KOTA SURABAYA,MULYOREJO,MULYOREJO,"Dharmahusada Indah Utara Blok B No 3 Kec. Mulyorejo, Kota Surabaya, Jawa Timur",SPPG Kota Surabaya Mulyorejo Mulyorejo 2,112.782801261253,-7.266020349492
JAWA TIMUR,PASURUAN,PRIGEN,PECALUKAN,"Pecalukan, Kecamatan Prigen, Kabupaten Pasuruan, Jawa Timur",SPPG Pasuruan Prigen Pecalukan,112.6213277,-7.7051089
JAWA TIMUR,LUMAJANG,LUMAJANG,JOGOTRUNAN,"Jl. Bengawan Solo No. 177, Jogotrunan, Kec. Lumajang, Kab. Lumajang, Jawa Timur",SPPG Lumajang Lumajang Jogotrunan,113.230373757896,-8.137088851054
JAWA TIMUR,JEMBER,KALISAT,GLAGAHWERO,"Jl. Imam Bonjol, Krajan II, Glagahwero, Kec. Kalisat, Kabupaten Jember, Jawa Timur 68193",SPPG Jember Kalisat Glagahwero,113.805,-8.13847
JAWA TIMUR,SAMPANG,TAMBELANGAN,BIREM,"Jl. Raya Birem Dusun Birem Desa Birem Kecamatan Tambelangan Kabupaten Sampang, Jawa Timur",SPPG Sampang Tambelangan Birem 2,113.169395,-7.009067
JAWA TIMUR,NGANJUK,PATIANROWO,PATIANROWO,"Jl. Pg Lestari No. 58, Ngrombot, Kec. Patianrowo, Kab. Nganjuk, Jawa Timur",SPPG Nganjuk Patianrowo Patianrowo,112.109903940963,-7.556595534743
JAWA TIMUR,SIDOARJO,TARIK,SEBANI,Jl. Satruno Dusun Kandangan 008/002 Desa Banjarwungu Kecamatan Tarik Kabupaten Sidoarjo,SPPG Sidoarjo Tarik Sebani,112.4822692,-7.4398709
JAWA TIMUR,BANGKALAN,BLEGA,ALAS RAJAH,"Alas Raja, Alasraja, Kecamatan Blega, Kabupaten Bangkalan Jawa Timur",SPPG Bangkalan Blega Alas Rajah,113.0541,-7.1031
JAWA TIMUR,SIDOARJO,KRIAN,JUNWANGI,"Jl. Raya Junwangi No 43 Kwangen, Junwangi, Kecamatan Krian, Kabupaten Sidoarjo, Jawa Timur",SPPG Sidoarjo Krian Junwangi,112.6096819,-7.4083767
JAWA TIMUR,KOTA SURABAYA,KENJERAN,BULAK BANTENG,"Suropati Gang 5 No.40, Bulak Banteng, Kec. Kenjeran, Kota Surabaya, Jawa Timur",SPPG Kota Surabaya Kenjeran Bulak Banteng,112.745263507937,-7.231566089779
JAWA TIMUR,TUBAN,SOKO,SANDINGROWO,"Vxm8+4q5, Sundulan, Sandingrowo, Kec. Soko, Kab. Tuban, Jawa Timur 62372, Indonesia.",SPPG Tuban Soko Sandingrowo,111.969,-7.1175
JAWA TIMUR,BOJONEGORO,KAPAS,NGAMPEL,"Desa Ngampel, Kec. Kapas, Kab. Bojonegoro, Jawa Timur",SPPG Bojonegoro Kapas Ngampel,111.9041,-7.1629
JAWA TIMUR,BLITAR,PONGGOK,PONGGOK,"Jl. Jendral Sudirman Rt 007 Rw 004, Ponggok, Kec. Ponggok, Kab. Blitar, Jawa Timur",SPPG Blitar Ponggok Ponggok 4,112.104251,-8.0396806
JAWA TIMUR,KOTA MALANG,LOWOKWARU,TASIK MADU,"Jl. K.H Yusuf 27, Kelurahan Tasikmadu, Kecamatan Lowokwaru, Kota Malang, Provinsi Jawa Timur, Indonesia",SPPG Kota Malang Lowokwaru Tasik Madu,112.6256,-7.9236
JAWA TIMUR,MOJOKERTO,KUTOREJO,SAMPANGAGUNG,Dusun Brubuh RT. 001 / RW. 010 Desa sampangagung Kec . Kutorejo Mojokerto,SPPG Mojokerto Kutorejo Sampangagung,112.533047,-7.578596
JAWA TIMUR,PAMEKASAN,PAMEKASAN,GLADAK ANYAR,"Jl. Jembatan Baru No 118. Gladak Anyar, Kec. Pamekasan, Kab. Pamekasan, Jawa Timur",SPPG Pamekasan Pamekasan Gladak Anyar,113.480704013948,-7.156267011145
JAWA TIMUR,KEDIRI,PAPAR,PAPAR,"Dusun Papar Utara, Papar, Kec. Papar, Kab. Kediri, Jawa Timur",SPPG Kediri Papar Papar 3,112.083974443688,-7.694917170202
JAWA TIMUR,TUBAN,MONTONG,TALANGKEMBAR,"Desa Talangkembar, Kecamatan Montong, Kabupaten Tuban, Jawa Timur",SPPG Tuban Montong Talangkembar,111.890398,-6.977777
JAWA TIMUR,TUBAN,SOKO,MENILO,"Jl. Sunan Kalijaga, Rt.01/Rw.01, Kandangan, Menilo, Kecamatan Soko, Kabupaten Tuban, Jawa Timur",SPPG Tuban Soko Menilo,111.9074897,-7.125784
JAWA TIMUR,JOMBANG,DIWEK,GROGOL,"Dempok Selatan Rt. 03 Rw. 03, Grogol, Kec. Diwek, Kab. Jombang, Jawa Timur",SPPG Jombang Diwek Grogol,112.25708,-7.61254
JAWA TIMUR,BONDOWOSO,TENGGARANG,SUMBER SALAM,"Jl. Ks Mangunsarkoro Desa Sumber Salam Kec. Tenggarang, Kab. Bondowoso, Jawa Timur",SPPG Bondowoso Tenggarang Sumber Salam,113.8427905,-7.9512758
JAWA TIMUR,GRESIK,DRIYOREJO,KRIKILAN,"Jl. Raya Dusun Semambung,Krikilan, Kec. Driyorejo, Kab. Gresik Jawa Timur",SPPG Gresik Driyorejo Krikilan,112.603628665452,-7.369653131331
JAWA TIMUR,BOJONEGORO,TAMBAKREJO,TANJUNG,"Desa Tanjung, Kecamatan Tambakrejo, Kabupaten Bojonegoro, Jawa Timur",SPPG Bojonegoro Tambakrejo Tanjung,111.693,-7.2913
JAWA TIMUR,BONDOWOSO,GRUJUGAN,DADAPAN,"Jl. Patirana desa Dadapan, Kec. Grujugan, Kab. Bondowoso",SPPG Bondowoso Grujugan Dadapan,113.7881933,-7.9713377
JAWA TIMUR,TULUNGAGUNG,PAKEL,PAKEL,"Jl. Desa Pakel, Desa Pakel, Kecamatan Pakel, Kabupaten Tulungagung, Jawa Timur",SPPG Tulungagung Pakel Pakel,111.821098645911,-8.154289956641
JAWA TIMUR,BANYUWANGI,SRONO,SUMBERSARI,"Dusun Pegiringan Rt 001, Rw 002 , Sumbersari, Kec. Srono, Kab. Banyuwangi, Jawa Timur",SPPG Banyuwangi Srono Sumbersari 2,114.21481,-8.368067
JAWA TIMUR,MALANG,PUJON,PANDESARI,"Jln. Akasia, Dusun Gesingan RT 45/RW 03, Desa Pandesari, Kecamatan Pujon, Kabupaten Malang, Provinsi Jawa Timur",SPPG Malang Pujon Pandesari,112.481216,-7.850603
JAWA TIMUR,JOMBANG,PETERONGAN,PETERONGAN,"Dusun Pesantren, Desa Peterongan, Kec. Peterongan, Kab. Jombang, Jawa Timur",SPPG Jombang Peterongan Peterongan 2,112.277542830653,-7.542954362777
JAWA TIMUR,TRENGGALEK,WATULIMO,PRIGI,"Dusun Prigi, RT.030/RW.006, Desa Prigi, Kecamatan Watulimo, Kabupaten Trenggalek, Jawa Timur",SPPG Trenggalek Watulimo Prigi,111.7213297,-8.2684241
JAWA TIMUR,KEDIRI,PARE,TERTEK,"Jl Merak no 10, Dusun Semanding, Desa Tertek",SPPG Kediri Pare Pare 1,112.212126036078,-7.762811894387
JAWA TIMUR,JOMBANG,DIWEK,CUKIR,"Perumahan Dinas Pg Tjoekir, Cukir Rt 03 Rw 05 No 281, Kec. Diwek, Kab. Jombang, Jawa Timur",SPPG Jombang Diwek Cukir 2,112.2399044,-7.6106262
JAWA TIMUR,LAMONGAN,SEKARAN,BULUTENGGER,"`Jl. Raya Pucuk, Brondong, Bulu Tengger, Kec. Sekaran, Kab. Lamongan Kode Pos 62261 , Bulutengger, Sekaran, Kab. Lamongan, Jawa Timur`",SPPG Lamongan Sekaran Bulutengger,112.277519768298,-7.058396989826
JAWA TIMUR,GRESIK,PANCENG,PETUNG,"Jl. Sumberagung Rt 11 Rw 04 Petung, Kec. Panceng, Kab. Gresik, Jawa Timur",SPPG Gresik Panceng Petung 2,112.487265,-6.97636
JAWA TIMUR,JEMBER,PATRANG,BARATAN,"Jl. Rasamala No 40, Baratan, Kec. Patrang, Kab. Jember, Jawa Timur",SPPG Jember Patrang Baratan 2,113.733045042862,-8.134403496713
JAWA TIMUR,SAMPANG,CAMPLONG,TAMBA'AN,"Desa Tambaan, Kec. Camplong, Kab. Sampang, Jawa Timur",SPPG Sampang Camplong Tamba`an 2,113.318932,-7.202214
JAWA TIMUR,MADIUN,WONOASRI,SIDOMULYO,"Jl. Raya Wonoasri No. 61, Sidomulyo Kec. Wonoasri, Kab. Madiun, Jawa Timur",SPPG Madiun Wonoasri Sidomulyo,111.6280771,-7.5894392
JAWA TIMUR,KOTA SURABAYA,MULYOREJO,KALISARI,"Jl. Bhaskara Sari No. 45, Rt.010/Rw.02, Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya, Jawa Timur",SPPG Kota Surabaya Mulyorejo Kalisari,112.798691016062,-7.267039016479
JAWA TIMUR,PROBOLINGGO,PAKUNIRAN,SOGAAN,"Jl. Raya Sogaan, Dusun Siyem, Kec. Pakuniran Rt 004 Rw 004, Kab. Probolinggo, Jawa Timur",SPPG Probolinggo Pakuniran Sogaan,113.5076574,-7.7935169
JAWA TIMUR,KOTA SURABAYA,BUBUTAN,JEPARA,"Jl. Raya Purwodadi No 29-31, Jepara, Kec. Bubutan, Kota Surabaya, Jawa Timur",SPPG Kota Surabaya Bubutan Jepara,112.721981011667,-7.240159007367
JAWA TIMUR,KOTA KEDIRI,KOTA,SEMAMPIR,"Jl. Mayor Bismo, Semampir, Kecamatan Kota, Kota Kediri, Jawa Timur",SPPG Kota Kediri Kota Semampir 3,112.009366582788,-7.796564830882
JAWA TIMUR,KOTA MADIUN,MANGUHARJO,NGEGONG,"Jl. Laos No.12 Kel. Ngegong Kec. Manguharjo Kota Madiun, Jawa Timur",SPPG Kota Madiun Manguharjo Ngegong,111.516998024432,-7.609708987926
JAWA TIMUR,KOTA BATU,JUNREJO,MOJOREJO,"Jl. Ir. Soekarno, Mojorejo, Kec. Junrejo, Kota Batu, Jawa Timur",SPPG Kota Batu Junrejo Mojorejo,112.557818504522,-7.899765202619
JAWA TIMUR,KOTA MALANG,LOWOKWARU,MOJOLANGU,"Jl. Soekarno Hatta D407 A, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142",SPPG Kota Malang Lowokwaru Mojolangu,112.624982651625,-7.939500397119
JAWA TIMUR,PONOROGO,BABADAN,NGUNUT,"Ngunut 3, Desa Ngunut, Kec. Babadan, Kab. Ponorogo, Jawa Timur",SPPG Ponorogo Babadan Ngunut,111.4535374,-7.823408
JAWA TIMUR,JEMBER,BALUNG,BALUNGLOR,"Dusun Kebonsari, Desa Balunglor, Kec. Balung, Kab. Jember, Jawa Timur",SPPG Jember Balung Balunglor 2,113.5424837,-8.2789115
JAWA TIMUR,KEDIRI,KRAS,PELAS,"Jl. Pelas Kras Kediri, Pelas, Kec. Kras, Kab. Kediri, Jawa Timur",SPPG Kediri Kras Pelas 2,111.974395,-8.000482
JAWA TIMUR,KEDIRI,PUNCU,WATUGEDE,"Jl. Gatot Kaca, Parerejo, Watugede, Kec. Puncu, Kab. Kediri, Jawa Timur",SPPG Kediri Puncu Watugede,112.185577056422,-7.799556530994
JAWA TIMUR,TUBAN,MONTONG,MONTONGSEKAR,Jl. Montong - Kerek. RT. 003 RW. 001 Ds. Montongsekar. Kec. Montong. Kab. Tuban,SPPG Tuban Montong Montongsekar,111.874671,-6.94615
JAWA TIMUR,KOTA KEDIRI,MOJOROTO,BANDAR LOR,"Jalan KH Wachid Hasyim No.  199B, Kelurahan Bandar Lor,  Kecamatan Mojoroto, Kota  Kediri, Jawa Timur",SPPG Kota Kediri Mojoroto Bandar Kidul,112.005914688113,-7.824578489095
JAWA TIMUR,TRENGGALEK,POGALAN,POGALAN,JL. Raya Bendorejo RT.16/RW.08,SPPG Trenggalek Pogalan Pogalan,111.764103,-8.106913
JAWA TIMUR,KOTA SURABAYA,PAKAL,SUMBER REJO,"Jl. Jawu Kidul Rt 02 Rw 03, Sumber Rejo, Kec. Pakal",SPPG Kota Surabaya Pakal Sumber Rejo,112.607806,-7.224045
JAWA TIMUR,BANGKALAN,KOKOP,TLOKOH,"Dusun Tlokoh Onjur RT 000/RW 000, Desa Tlokoh, Kecamatan Kokop, Kabupaten Bangkalan, Provinsi Jawa Timur 69155",SPPG Bangkalan Kokop Tlokoh,113.088,-7.00434
JAWA TIMUR,TUBAN,KEREK,SUMBERARUM,"Dusun Sumberjo, Desa/Kelurahan Sumberarum, Kec. Kerek, Kab. Tuban, Provinsi Jawa Timur",SPPG Tuban Kerek Sumberarum,111.8989152,-6.8698428
JAWA TIMUR,KOTA SURABAYA,SUKOMANUNGGAL,SUKOMANUNGGAL,"Jl. Raya Darmo Permai III, No 60, RT 005 RW 003, kel.sukomanunggal kec.sukomanunggal, Surabaya Jawa Timur (60188)",SPPG Kota Surabaya Sukomanunggal Sukomanunggal,112.695432658817,-7.275537586713
JAWA TIMUR,KOTA SURABAYA,SAWAHAN,PAKIS,"Jl. Raya Dukuh Kupang, Pakis, Kec. Sawahan, Kota Surabaya, Jawa Timur",SPPG Kota Surabaya Sawahan Pakis,112.71491133108,-7.286302634838
JAWA TIMUR,MALANG,DAMPIT,DAMPIT,"Jl. Penataran 352, Dampit, Kec. Dampit, Kab. Malang, Jawa Timur",SPPG Malang Dampit Dampit 2,112.746239806346,-8.212809566041
JAWA TIMUR,KEDIRI,PAGU,PAGU,"Jl. Totok Kerot, Padangan, Pagu, Kec. Pagu, Kab. Kediri, Jawa Timur",SPPG Kediri Pagu Pagu,112.087674773671,-7.764473633027
JAWA TIMUR,MALANG,BULULAWANG,WANDANPURO,"Jl. Slamet Gang Sidomukti, Rt 001 Rw 001, Desa Wandanpuro, Kecamatan Bululawang, Kabupaten Malang, Jawa Timur",SPPG Malang Bululawang Wandanpuro 5,112.6355973,-8.0733464
JAWA TIMUR,KOTA SURABAYA,JAMBANGAN,JAMBANGAN,"Jl. Karah IV No.22, RT.003/RW.04, JAMBANGAN, JAMBANGAN, KOTA SURABAYA, JAWA TIMUR",SPPG Kota Surabaya Jambangan,112.715937575659,-7.310065504774
JAWA TIMUR,JEMBER,TANGGUL,PATEMON,"Krajan I, Patemon, Kecamatan Tanggul, Kabupaten Jember, Jawa Timur",SPPG Jember Tanggul Patemon 2,113.448817,-8.1432377
JAWA TIMUR,MADIUN,PILANGKENCENG,SUMBERGANDU,"Jl. Raya Pilangkenceng, Rt 17 Rw 3 Dusun Sumbergandu, Desa Sumbergandu, Kec. Pilangkenceng, Kab. Madiun, Jawa Timur",SPPG Madiun Pilangkenceng Sumbergandu,111.6627266,-7.5060391
JAWA TIMUR,SUMENEP,KOTA SUMENEP,MARENGAN DAYA,"Desa Marengan Daya, Kec. Kota Sumenep, Kab. Sumenep, Jawa Timur",SPPG Sumenep Kota Sumenep Marengan Daya,113.8949404,-7.0318208
JAWA TIMUR,NGANJUK,PRAMBON,GONDANGLEGI,"Jl. Warujayeng Kediri, Combre, Gondanglegi, Kecamatan Prambon, Kabupaten Nganjuk, Jawa Timur 64484",SPPG Nganjuk Prambon Gondanglegi 1,112.015,-7.7511
JAWA TIMUR,BLITAR,GARUM,TAWANGSARI,"Jl. Raya Penataran No. 25 Lingkungan Tawang Ngebrak, Tawangsari, Kec. Garum, Kab. Blitar, Jawa Timur",SPPG Blitar Garum Tawangsari 3,112.2236627,-8.0558847
JAWA TIMUR,NGANJUK,TANJUNGANOM,KEDUNGOMBO,"Dusun Bulurejo Rt 03 Rw 02, Ds. Kedungombo, Kec. Tanjunganom, Kab. Nganjuk, Jawa Timur",SPPG Nganjuk Tanjunganom Kedungombo,111.9618026,-7.6625307
JAWA TIMUR,MALANG,SINGOSARI,TAMANHARJO,"Komplek Gpp 5 Jl. Rogonoto Timur, Damean, Desa Tamanharjo, Kec. Singosari, Kab. Malang, Jawa Timur",SPPG Malang Singosari Tamanharjo 2,112.685321292449,-7.897556981027
JAWA TIMUR,BANGKALAN,BURNEH,BANANGKAH,"Jl. Raya Canti`An, Banangkah, Kec. Burneh, Kab. Bangkalan, Jawa Timur",SPPG Bangkalan Burneh Banangkah 2,112.816788,-7.046485
JAWA TIMUR,SAMPANG,KARANGPENANG,BLU URAN,"Jl. Raya Dusun Angsanah Timur Desa Blu`Uran, Kecamatan Karang Penang, Kabupaten Sampang, Jawa Timur",SPPG Sampang Karangpenang Blu Uran 2,113.3631687,-7.0596287
JAWA TIMUR,PROBOLINGGO,PEJARAKAN,KETOMPEN,"Dusun Krajan Rt 001 Rw 003, Desa Ketompen, Kec. Pajarakan, Kab. Probolinggo, Jawa Timur",SPPG Probolinggo Pejarakan Ketompen,113.374779,-7.79722
JAWA TIMUR,SIDOARJO,TAMAN,BEBEKAN,"Jl. Bebengan Tengah No. 37, Rt 018 Rw 005, Kelurahan Bebekan Kecamatan Taman Sidoarjo Jawa Timur 61257",SPPG Sidoarjo Taman Bebekan,112.7,-7.34388
JAWA TIMUR,PROBOLINGGO,LECES,JORONGAN,"Jl Raya Leces, JORONGAN, LECES, KAB. PROBOLINGGO, JAWA TIMUR",SPPG Probolinggo Leces Jorongan,113.231104766672,-7.852740723158
JAWA TIMUR,BANYUWANGI,WONGSOREJO,WONGSOREJO,"Dusun Krajan Rt 05 Rw 06 (Persil D67), Wongsorejo, Kec. Wongsorejo, Kab. Banyuwangi, Jawa Timur",SPPG Banyuwangi Wongsorejo Wongsorejo 2,114.343150928943,-8.004163700927
JAWA TIMUR,PROBOLINGGO,PAKUNIRAN,PAKUNIRAN,"Dusun Bayur Rt 21 Rw 07, Pakuniran, Kec. Pakuniran, Kab. Probolinggo, Jawa Timur",SPPG Probolinggo Pakuniran Pakuniran,113.523749090934,-7.813295451621
JAWA TIMUR,NGANJUK,BARON,WAUNG,"Dusun Kandeg, Rt 003/Rw 001, Desa Waung, Kecamatan Baron, Kabupaten Nganjuk, Jawa Timur",SPPG Nganjuk Baron Waung,112.056085994493,-7.594461006855
JAWA TIMUR,BANGKALAN,SOCAH,BULUH,"Jl. Raya Kamal, Buluh, Kec. Socah, Kab. Bangkalan, Jawa Timur",SPPG Bangkalan Socah Buluh,112.723345,-7.092912
JAWA TIMUR,TULUNGAGUNG,KEDUNGWARU,KEDUNGWARU,Jl. Pahlawan Gang III No. 40,SPPG Tulungagung Kedungwaru Kedungwaru,111.917837371131,-8.051643013362
JAWA TIMUR,MALANG,PAKISAJI,KARANGPANDAN,"Jl. Kenanga, Karangpandan, Kec. Pakisaji, Kab. Malang, Jawa Timur",SPPG Malang Pakisaji Karangpandan 4,112.5949031,-8.0727277
JAWA TIMUR,GRESIK,MENGANTI,PUTATLOR,"Prambon, Putatlor, Kecamatan Menganti Kabupaten Gresik, Jawa Timur",SPPG Gresik Menganti Putat lor 2,112.5621875,-7.261535
JAWA TIMUR,TULUNGAGUNG,BANDUNG,MERGAYU,"Jl. Raya Bandung Prigi, Desa Mergayu, Kec. Bandung, Kab. Tulungagung, Jawa Timur",SPPG Tulungagung Bandung Mergayu,111.7779788,-8.1645608
JAWA TIMUR,PASURUAN,KRATON,ASEM KANDANG,"Perum Green Giri Village, Asem Kandang, Kecamatan Kraton, Kabupaten Pasuruan, Jawa Timur",SPPG Pasuruan Kraton Asem Kandang,112.859863,-7.6391933
JAWA TIMUR,TUBAN,PLUMPANG,NGRAYUNG,"Jl. Raya Desa Ngrayun Rt. 03 Rw. 01, Kec. Plumpang, Kab. Tuban, Jawa Timur",SPPG Tuban Plumpang Ngrayung,112.0994627,-7.0237094
JAWA TIMUR,BOJONEGORO,BAURENO,SRATUREJO,"Jl. Lapangan, Sraturejo, Kec. Baureno, Kab. Bojonegoro, Jawa Timur",SPPG Bojonegoro Baureno Sraturejo,112.080824,-7.140668
JAWA TIMUR,PONOROGO,JAMBON,KREBET,"Jl. Raya Timur Ps. Jambon, Pakis, Krebet, Kec. Jambon, Kabupaten Ponorogo, Jawa Timur 63456",SPPG Ponorogo Jambon Krebet,111.37,-7.905
JAWA TIMUR,LAMONGAN,DEKET,DEKETKULON,"Jl. Raya Deket, Rt.1, Rw. 2, Desa Deket Kulon, Kec. Deket, Kab. Lamongan, Jawa Timur",SPPG Lamongan Deket Deketkulon,112.440700177271,-7.117200862848
JAWA TIMUR,MADIUN,JIWAN,SUKOLILO,"Jl. Kemuning Rt 8B Rw 3 Desa Sukolilo Kecamatan Jiwan Kabupaten Madiun, Jawa Timur",SPPG Madiun Jiwan Sukolilo,111.4843374,-7.6234514
JAWA TIMUR,TULUNGAGUNG,REJOTANGAN,PANJEREJO,"Jl. Panjerejo, No.10, Ngunut, Penjerejo Tengah, Panjerejo, Kec. Rejotangan, Kab. Tulungagung, Jawa Timur",SPPG Tulungagung Rejotangan Panjerejo 2,112.019694,-8.143131
JAWA TIMUR,TRENGGALEK,KAMPAK,BENDOAGUNG,"RT 4 RW 1 Desa Bendoagung Dusun Gondangan Kec. Kampak Kab.Trenggalek, Jawa Timur",SPPG Trenggalek Kampak Bendoagung 2,111.651335,-8.1797
JAWA TIMUR,NGANJUK,SUKOMORO,SOKOMORO,"Dusun Kaliulo, Rt. 03 Rw 02,Desa Pehserut, Kec. Sukomoro, Kab. Nganjuk, Jawa Timur",SPPG Nganjuk Sukomoro Sokomoro,111.9465489068,-7.601364203835
JAWA TIMUR,PASURUAN,PURWOSARI,PURWOSARI,"Jl. Raya Purwosari, No.80, Purwosari, Kec. Purwosari, Kab. Pasuruan, Jawa Timur",SPPG Pasuruan Purwosari Purwosari,112.737783235232,-7.762844286971
JAWA TIMUR,SITUBONDO,PANJI,MIMBAAN,"Mimbaan, Kecamatan Panji, Mimbaan, Kabupaten Situbondo, Mimbaan, Panji, Kabupaten Situbondo, Jawa Timur",SPPG Situbondo Panji Mimbaan 2,114.0292596,-7.7085999
JAWA TIMUR,BANYUWANGI,GLAGAH,BANJARSARI,"JL. KEMIREN RT 01 RW 01, BANJARSARI, GLAGAH, KABUPATEN BANYUWANGI, JAWA TIMUR",SPPG Banyuwangi Glagah Banjarsari,114.3304555,-8.2170537
JAWA TIMUR,BANYUWANGI,MUNCAR,WRINGINPUTIH,"Dusun Kabatmantren, RT 005 RW 001, Desa Wringinputih, Kecamatan Muncar, Kabupaten Banyuwangi, Jawa Timur",SPPG Banyuwangi Muncar Wringinputih 2,114.3465206,-8.4814674
JAWA TIMUR,LAMONGAN,SUKODADI,SUMBERAGUNG,"Padang 02/02 Sumberagung, Sukodadi Kab. Lamongan, Jawa Timur",SPPG Lamongan Sukodadi Sumberagung,112.327094,-7.144724
JAWA TIMUR,LAMONGAN,SEKARAN,MIRU,jln. Raya Sekaran Desa Moro Kecamatan Sekaran Kabupaten Lamongan Provinsi Jawa Timur,SPPG Lamongan Sekaran Miru 3,112.281234139708,-7.024528793375
JAWA TIMUR,BLITAR,PONGGOK,PONGGOK,"Dusun Jagoan Rt 6 Rw 4 Desa Ponggok, Kec. Ponggok, Kab. Blitar, Jawa Timur",SPPG Blitar Ponggok Ponggok 3,112.113710031708,-8.027747287903
JAWA TIMUR,PONOROGO,PONOROGO,BROTONEGARAN,"Jl. Yos Sudarso Kavling 02, Brotonegaran, Kec. Ponorogo, Kab. Ponorogo, Jawa Timur",SPPG Ponorogo Ponorogo Brotonegaran 2,111.461369397104,-7.881990840199
JAWA TIMUR,NGANJUK,BERBEK,BERBEK,"Jl. Dr. Soetomo, Ds. Ngrawan, Kec. Berbek, Kab. Nganjuk, Jawa Timur",SPPG Nganjuk Berbek Berbek,111.881937035647,-7.661521033928
JAWA TIMUR,BLITAR,KADEMANGAN,KADEMANGAN,"Desa Kademangan, Kecamatan Kademangan, Kabupaten Blitar, Jawa Timur",SPPG Blitar Kademangan Kademangan 2,112.139181061429,-8.147607737598
JAWA TIMUR,JEMBER,BALUNG,BALUNGKULON,"Jl. Patimura Dusun Krajan Lor Rt 02 Rw 04 Desa Balung Kulon, Kec. Balung, Kab. Jember, Jawa Timur",SPPG Jember Balung Balungkulon 3,113.5231228,-8.2977172
JAWA TIMUR,TRENGGALEK,PULE,JOMBOK,Jl. Pule Tugu Dusun Jombok,SPPG Trenggalek Pule Jombok,111.583526,-8.114191
JAWA TIMUR,PACITAN,PACITAN,ARJOWINANGUN,"Jl. Rokan Kiri, Rt 001/ Rw 003, Kel. Arjowinangun, Kec. Pacitan, Kab. Pacitan, Jawa Timur",SPPG Pacitan Pacitan Arjowinangun,111.118123845052,-8.199252077917
JAWA TIMUR,PROBOLINGGO,BESUK,BAGO,"RT 02 RW 01 Desa Bago, Jl. Raya Besuk, Kec. Besuk, Kab. Probolinggo, Jawa Timur",SPPG Probolinggo Besuk Bago,113.479570246782,-7.786057547927
JAWA TIMUR,MOJOKERTO,DAWARBLANDONG,GUNUNGSARI,"Dusun Manyarsari Rt 01 Rw 01, Gunungsari, Kec. Dawarblandong, Kab. Mojokerto, Jawa Timur",SPPG Mojokerto Dawarblandong Gunungsari,112.398314,-7.340166
JAWA TIMUR,BOJONEGORO,NGRAHO,SUMBERARUM,"Desa Sumberarum, Kecamatan Ngraho, Kabupaten Bojonegoro, Jawa Timur",SPPG Bojonegoro Ngraho Sumberarum 2,111.5672401,-7.2210232
JAWA TIMUR,NGAWI,KARANGJATI,SIDOREJO,"Dusun Ngemplak, Desa Sidorejo, Kecamatan Karangjati, Kabupaten Ngawi, Jawa Timur",SPPG Ngawi Karangjati Sidorejo,111.5693013,-7.471033
JAWA TIMUR,KOTA BATU,JUNREJO,JUNREJO,"Jl. Raya Junrejo No. 48, Junrejo, Kec. Junrejo, Kota Batu, Jawa Timur",SPPG Kota Batu Junrejo Junrejo,112.555525551458,-7.910948895582
JAWA TIMUR,PONOROGO,SLAHUNG,SLAHUNG,"Ds. Slahung, Kec. Slahung, Kab. Ponorogo, Jawa Timur",SPPG Ponorogo Slahung Slahung,111.416779902776,-8.053854593645
JAWA TIMUR,SITUBONDO,BESUKI,JETIS,"Kampung Langsep, Jetis, Kecamatan Besuki, Kabupaten Situbondo, Jawa Timur",SPPG Situbondo Besuki Jetis,113.70025,-7.732887
JAWA TIMUR,TRENGGALEK,GANDUSARI,SUKOREJO,"Rt 36 Rw 17, Dusun Geneng Sanan, Desa Sukorejo, Kec. Gandusari, Kab Trenggalek, Jawa Timur",SPPG Trenggalek Gandusari Sukorejo,111.688941,-8.1347156
JAWA TIMUR,LUMAJANG,PASIRIAN,MADUREJO,"Madurejo, Kecamatan Pasirian, Kabupaten Lumajang, Jawa Timur",SPPG Lumajang Pasirian Madurejo,113.1484549,-8.2173439
JAWA TIMUR,BONDOWOSO,WRINGIN,JATITAMBAN,"Jatitamban, Kecamatan Wringin, Kabupaten Bondowoso, Jawa Timur",SPPG Bondowoso Wringin Jatitamban,113.7734006,-7.8342087
JAWA TIMUR,JEMBER,TEMPUREJO,CURAHNONGKO,"Desa Curahnongko, Tempurejo  Jember, Jawa Timur",SPPG Jember Tempurejo Curahnongko,113.651362,-8.428063
JAWA TIMUR,GRESIK,MENGANTI,GEMPOLKURUNG,"Jl. Raya Gempol Kurung, Bendil, Gempolkurung, Kecamatan Menganti, Kabupaten Gresik, Jawa Timur",SPPG Gresik Menganti Gempolkurung,112.6001263,-7.2545276
JAWA TIMUR,SUMENEP,PASONGSONGAN,PASONGSONGAN,"Duaun Lebak, Desa Pasongsongan, Kec. Pasongsongan, Kab. Sumenep, Jawa Timur",SPPG Sumenep Pasongsongan Pasongsongan 2,113.647428234303,-6.901747274381
